Library,Time (s),multiple
dask_sql,16.342824935913086,7.483061721623998
duckdb,2.1839756965637207,1.0
polars,3.514622211456299,1.6092771622808004
spark,33.62325477600098,15.39543449540395
vaex,23.067123651504517,10.561987337037888
